Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres)
71032,2024,7,21,-0.2,-5.9,4
71032,2024,7,22,0,-5.8,1
71032,2024,7,23,0,-1.6,0
71032,2024,7,24,3.3,-5,0
71032,2024,7,25,0.9,-3.5,0
71032,2024,7,26,-0.2,-3.8,19.4
71032,2024,7,27,0.9,-3.5,0
71032,2024,7,28,-4.8,-7.7,2.8
71032,2024,7,29,-1.9,-8.2,1.8
71032,2024,7,30,-0.6,-8.9,0
71032,2024,7,31,3.9,-6.3,0
71032,2024,8,1,2.7,-6.6,0
71032,2024,8,2,0.1,-8.6,0
71032,2024,8,3,0.2,-6.5,0
71032,2024,8,4,2.9,-4.5,0
71032,2024,8,5,-1.1,-6.5,0
71032,2024,8,6,-0.8,-6,0
71032,2024,8,7,4.5,-4.2,0
71032,2024,8,8,1.7,-4.1,0
71032,2024,8,9,2.9,-1.8,0
71032,2024,8,10,6.3,-3.5,0
71032,2024,8,11,7,-2.5,0
71032,2024,8,12,5,-3.8,0
71032,2024,8,13,3.4,-0.6,0
71032,2024,8,14,4.3,1.9,3.6
71032,2024,8,15,6.1,-0.5,0.2
71032,2024,8,16,4,1.1,0
71032,2024,8,17,0.5,-1.5,13.8
71032,2024,8,18,1.4,-1.6,1.8
71032,2024,8,19,2.8,-2.2,0
71032,2024,8,20,5.4,-0.7,0
71032,2024,8,21,1.8,1.2,14.4
71032,2024,8,22,0.8,-0.7,7
71032,2024,8,23,4.9,-0.9,2.8
71032,2024,8,24,7.4,0,3.8
71032,2024,8,25,6.6,2.6,0.6
71032,2024,8,26,1.5,-1.7,54.2
71032,2024,8,27,3.6,-0.7,0
71032,2024,8,28,0.6,0.2,0.2
71032,2024,8,29,1.7,-3.6,8.2
71032,2024,8,30,2.5,-2.8,3.6
71032,2024,8,31,1,-2.2,2.6
71032,2024,9,1,2.4,-1.5,2.8
71032,2024,9,2,-1.5,-3.9,1.6
71032,2024,9,3,3.6,-5.7,2.4
71032,2024,9,4,5.7,-1.7,0
71032,2024,9,5,8,2,0
71032,2024,9,6,8.4,4.3,0
71032,2024,9,7,5.7,1.6,16.8
71032,2024,9,8,1.7,-2.4,0.2
71032,2024,9,9,8,-0.6,4.8
71032,2024,9,10,11.7,-1.3,0
71032,2024,9,11,8.5,1.8,0
71032,2024,9,12,2,-0.9,6.2
71032,2024,9,13,6,-3.8,0.2
71032,2024,9,14,3.1,-1.5,0
71032,2024,9,15,-0.6,-8.2,6.2
71032,2024,9,16,1.7,-6.8,0
71032,2024,9,17,2.2,-3.5,2
71032,2024,9,18,3,-2.9,0
71032,2024,9,19,0,-1.9,0
71032,2024,9,20,-0.2,-3.7,0.6
71032,2024,9,21,0,-2.8,7.2
71032,2024,9,22,2.7,-2.6,0.4
71032,2024,9,23,5.9,-0.9,0
71032,2024,9,24,8.6,2.4,0
71032,2024,9,25,5.4,2.7,27.2
71032,2024,9,26,4.5,-5.5,78.2
71032,2024,9,27,10.6,-7.4,0
71032,2024,9,28,12.9,-1.6,0
71032,2024,9,29,5.2,2.5,0
71032,2024,9,30,7.5,0,10.8
71032,2025,6,1,,,
71032,2025,6,2,,,0
71032,2025,6,3,,,0
71032,2025,6,4,,,1.4
71032,2025,6,5,5.4,-6.9,0.4
71032,2025,6,6,4.5,1.4,0
71032,2025,6,7,-2.1,-2.9,4
71032,2025,6,8,-2.3,-4,3.6
71032,2025,6,9,-1.2,-5.2,1.4
71032,2025,6,10,-1.4,-3,
71032,2025,6,11,-2.3,-4.4,0.8
71032,2025,6,12,-0.9,-6.3,0
71032,2025,6,13,-0.9,-6,0
71032,2025,6,14,-1.9,-8.1,
71032,2025,6,15,3.1,-4.1,
71032,2025,6,16,1.1,-4,0
71032,2025,6,17,0.9,-4.2,1.2
71032,2025,6,18,3.8,-5.3,0.6
71032,2025,6,19,3.9,-1.5,0
71032,2025,6,20,5.2,-0.6,
71032,2025,6,21,6.3,1.3,0
71032,2025,6,22,6.6,0.8,
71032,2025,6,23,,0.2,0
71032,2025,6,24,0.7,0.6,
71032,2025,6,25,-3.9,-4.4,9.4
71032,2025,6,26,-0.3,-8,3.2
71032,2025,6,27,2.4,-6.4,0
71032,2025,6,28,3.3,-4.1,0
71032,2025,6,29,1.5,-2.5,0
71032,2025,6,30,-0.5,-6.9,0
71032,2025,7,1,0.3,-6.3,0
71032,2025,7,2,0.6,-2.1,11.6
71032,2025,7,3,-0.4,-2.6,8.2
71032,2025,7,4,1.9,-3.7,0.4
71032,2025,7,5,4.2,-3.1,0
71032,2025,7,6,3.5,-0.2,0
71032,2025,7,7,2.3,-2,1.4
71032,2025,7,8,-0.8,-2,0
71032,2025,7,9,-2.8,-4.6,6
71032,2025,7,10,-2.5,-4.6,2.4
71032,2025,7,11,-0.4,-4.8,1.6
71032,2025,7,12,-1.2,-4.9,4.4
71032,2025,7,13,-1.1,-4.9,0
71032,2025,7,14,-3.1,-5.4,6.4
71032,2025,7,15,-3.8,-6.1,0.2
71032,2025,7,16,-2.3,-5.9,0
71032,2025,7,17,-2,-4.2,0
71032,2025,7,18,-2.7,-6.1,0
71032,2025,7,19,-1.3,-8.9,0
71032,2025,7,20,1.5,-6.1,0
71032,2025,7,21,2.7,-5.9,0
71032,2025,7,22,2.6,-2,1.2
71032,2025,7,23,-3.7,-5.1,24.2
71032,2025,7,24,-3.1,-6.2,1.6
71032,2025,7,25,,-9.1,0
83024,2014,6,1,5.1,3.5,3.6
83024,2014,6,2,8.3,0.8,7
83024,2014,6,3,5.7,3.1,17
83024,2014,6,4,4.3,1.2,9.6
83024,2014,6,5,4.8,0.9,2.6
83024,2014,6,6,4.2,-1.7,7.4
83024,2014,6,7,3.1,0,0
83024,2014,6,8,3.6,-3.5,5.8
83024,2014,6,9,6.8,-3,0.6
83024,2014,6,10,6.9,2,0
83024,2014,6,11,3.5,0.2,0
83024,2014,6,12,3.9,0.1,0
83024,2014,6,13,4.1,1.1,4
83024,2014,6,14,2.8,0.1,9.6
83024,2014,6,15,1.9,-0.6,
83024,2014,6,16,1.8,-2.5,0
83024,2014,6,17,7.7,-0.6,40.4
83024,2014,6,18,10,-0.6,0
83024,2014,6,19,6,1.8,0
83024,2014,6,20,3.2,-0.2,0
83024,2014,6,21,3,0.3,5.4
83024,2014,6,22,5.1,-0.6,1.8
83024,2014,6,23,1.2,-0.3,3
83024,2014,6,24,-0.4,-5.1,19.4
83024,2014,6,25,1.6,-4,17.6
83024,2014,6,26,1.7,-1.6,70.2
83024,2014,6,27,0.7,-1.2,3.4
83024,2014,6,28,-1.2,-2.2,2
83024,2014,6,29,-0.9,-3.2,18
83024,2014,6,30,-0.4,-4.2,9.2
83024,2014,7,1,0.1,-3.5,10
83024,2014,7,2,2.9,-1.1,5.8
83024,2014,7,3,3.5,-0.6,0.2
83024,2014,7,4,0.1,-1.2,0
83024,2014,7,5,0.2,-1.3,22.2
83024,2014,7,6,0.3,-1.1,32.6
83024,2014,7,7,2.8,-2.2,5.8
83024,2014,7,8,-0.7,-3,0
83024,2014,7,9,-2,-3.3,2.6
83024,2014,7,10,0.1,-3.6,12.6
83024,2014,7,11,0,-3.4,11.6
83024,2014,7,12,-2.1,-2.9,35.2
83024,2014,7,13,-0.1,-5.4,3.6
83024,2014,7,14,-0.1,-3.4,0.4
83024,2014,7,15,0.1,-2.1,0.6
83024,2014,7,16,0,-1.2,14.4
83024,2014,7,17,-2.8,-3,13.2
83024,2014,7,18,-2.5,-5.4,5
83024,2014,7,19,-1.7,-4.5,1.4
83024,2014,7,20,0,-5.5,2.2
83024,2014,7,21,2.4,-4.2,0
83024,2014,7,22,3.6,-2.8,0
83024,2014,7,23,4.9,-1.2,0
83024,2014,7,24,2.1,-1.2,0
83024,2014,7,25,1.6,-0.2,3.6
83024,2014,7,26,1.3,0,16.4
83024,2014,7,27,0.7,-1,6.4
83024,2014,7,28,2.5,-0.6,0
83024,2014,7,29,3.3,-0.4,0
83024,2014,7,30,3.2,0.4,60.2
83024,2014,7,31,3.4,1.3,16
83024,2014,8,1,-4.3,-5.9,8
83024,2014,8,2,-3.4,-7.4,8.4
83024,2014,8,3,-1.6,-8.3,8.4
83024,2014,8,4,-0.2,-7.1,0
83024,2014,8,5,3.3,-6.9,0
83024,2014,8,6,0.2,-2.5,0
83024,2014,8,7,0.9,-1.9,1.2
83024,2014,8,8,2.5,-1.5,0
83024,2014,8,9,2.6,-2.1,0
83024,2014,8,10,-1.2,-2.6,5.4
83024,2014,8,11,-1.6,-6.7,4.8
83024,2014,8,12,3.2,-7.8,0.2
83024,2014,8,13,5,-5.7,0
83024,2014,8,14,6.2,-2.8,0
83024,2014,8,15,5.4,-1.3,0
83024,2014,8,16,5.9,-0.6,0
83024,2014,8,17,1.9,-2.2,0
83024,2014,8,18,1.7,-0.7,0
83024,2014,8,19,4.9,0,0.4
83024,2014,8,20,5.9,-1.4,0
83024,2014,8,21,4.3,-0.3,0
83024,2014,8,22,6.5,-0.8,0
83024,2014,8,23,4.9,-0.5,0
83024,2014,8,24,2,1.4,0
83024,2014,8,25,3.7,-0.7,0.4
83024,2014,8,26,8.2,-0.1,0.2
83024,2014,8,27,5.6,1.4,0
83024,2014,8,28,6.7,1.1,0
83024,2014,8,29,9.7,2.6,0
83024,2014,8,30,8.6,2.8,0
83024,2014,8,31,7.1,1.1,0
83024,2014,9,1,4.9,2.3,0
83024,2014,9,2,-0.8,-2.5,23.2
83024,2014,9,3,2.1,-4.9,4.8
83024,2014,9,4,4.4,-3.9,0.4
83024,2014,9,5,5.6,-1.8,0.6
83024,2014,9,6,7.4,-1.2,0.8
83024,2014,9,7,7.3,0.1,0
83024,2014,9,8,5.8,1.5,0
83024,2014,9,9,6.1,2.9,7.6
83024,2014,9,10,2.9,0.4,18.6
83024,2014,9,11,2.4,0.9,0.2
83024,2014,9,12,6.3,-4,7.2
83024,2014,9,13,8.3,-0.1,0
83024,2014,9,14,5.1,0.3,0
83024,2014,9,15,8.4,1.1,0
83024,2014,9,16,7.7,3.7,0
83024,2014,9,17,-0.3,-2.2,11.8
83024,2014,9,18,-0.6,-4,5.2
83024,2014,9,19,3.9,-6.1,3.8
83024,2014,9,20,6.7,-2.5,0
83024,2014,9,21,8.1,-0.6,0
83024,2014,9,22,12,2.8,0
83024,2014,9,23,13.1,3.6,0
83024,2014,9,24,7.7,4.7,0
83024,2014,9,25,7.5,2.5,12.2
83024,2014,9,26,6.6,0.4,0
83024,2014,9,27,8.8,0.6,0
83024,2014,9,28,12.1,3.5,0
83024,2014,9,29,11.9,2.6,0
83024,2014,9,30,9.2,3.1,0
83024,2015,6,1,-3.5,-6.5,31.6
83024,2015,6,2,2.9,-5.8,1
83024,2015,6,3,4.6,-4.5,1.6
83024,2015,6,4,-0.8,-3.8,0
83024,2015,6,5,4.7,-4.1,3.6
83024,2015,6,6,7.7,-2.3,0.6
83024,2015,6,7,2.1,0.4,0
83024,2015,6,8,3.1,-0.2,0
83024,2015,6,9,-0.4,-0.6,17.2
83024,2015,6,10,7.8,-4.5,0.6
83024,2015,6,11,9.5,-3.7,0
83024,2015,6,12,10.2,5.3,0
83024,2015,6,13,7.9,2,0
83024,2015,6,14,5.9,1.9,0
83024,2015,6,15,4.6,0.9,0
83024,2015,6,16,5.4,2.1,7.6
83024,2015,6,17,4.4,1.9,0.4
83024,2015,6,18,1.5,0.4,0
83024,2015,6,19,-0.4,-3.3,0
83024,2015,6,20,3.5,-6.3,0
83024,2015,6,21,3.5,-4.5,0
83024,2015,6,22,1.7,-3.8,0
83024,2015,6,23,3.8,-2.6,0
83024,2015,6,24,3.9,0.4,0
83024,2015,6,25,5.4,-0.3,0.6
83024,2015,6,26,7.1,-1.8,0
83024,2015,6,27,8.3,1.2,0
83024,2015,6,28,7.3,-2.3,0
83024,2015,6,29,9.1,1.5,0
83024,2015,6,30,2,-2.7,0
83024,2015,7,1,-0.5,-3.3,0
83024,2015,7,2,-2.2,-3.3,7.8
83024,2015,7,3,0,-6.2,2.8
83024,2015,7,4,0.3,-6.3,0.8
83024,2015,7,5,-0.2,-1.9,0.4
83024,2015,7,6,0,-3.5,0
83024,2015,7,7,1.3,-2.5,0.8
83024,2015,7,8,1.1,-2.5,0
83024,2015,7,9,0.7,-1.7,0
83024,2015,7,10,0.8,-1.8,11.6
83024,2015,7,11,0.8,-1.2,11.8
83024,2015,7,12,0.1,-6.3,12.2
83024,2015,7,13,-0.4,-5.1,9.4
83024,2015,7,14,-2.7,-5.2,9.8
83024,2015,7,15,-1.7,-5.3,3.4
83024,2015,7,16,-0.7,-4.2,1.2
83024,2015,7,17,-1,-6.1,0.6
83024,2015,7,18,-0.8,-5.7,1.6
83024,2015,7,19,-0.9,-5.5,8
83024,2015,7,20,-0.2,-4.4,1.2
83024,2015,7,21,2,-2.4,0
83024,2015,7,22,1,-1.5,6.6
83024,2015,7,23,1.7,-0.9,5.2
83024,2015,7,24,1.2,-0.9,0
83024,2015,7,25,-0.1,-2.7,24
83024,2015,7,26,-3.1,-3.3,19.4
83024,2015,7,27,-1.1,-5.6,1.6
83024,2015,7,28,-0.1,-4.3,1.4
83024,2015,7,29,-0.7,-4.3,5.4
83024,2015,7,30,-1,-3.6,0
83024,2015,7,31,2.7,-6.2,7.8
83024,2015,8,1,2.5,-4.5,7.4
83024,2015,8,2,-0.6,-3.1,29
83024,2015,8,3,-2.9,-4.3,17
83024,2015,8,4,-2.3,-7.2,1.6
83024,2015,8,5,-2.1,-7.1,0
83024,2015,8,6,0,-4.9,6.6
83024,2015,8,7,0,-2.1,9.8
83024,2015,8,8,1.8,-4.7,6.6
83024,2015,8,9,-1.5,-3,0
83024,2015,8,10,-0.3,-3.4,1
83024,2015,8,11,-1.2,-2.9,10.2
83024,2015,8,12,-0.4,-2.9,4.6
83024,2015,8,13,0,-3.3,4.2
83024,2015,8,14,1.2,-2.2,
83024,2015,8,15,3.3,-0.7,0
83024,2015,8,16,0.1,-1.8,0
83024,2015,8,17,-1.2,-1.8,9.6
83024,2015,8,18,-0.4,-6,2.2
83024,2015,8,19,1,-5.6,0.2
83024,2015,8,20,4.4,-2.6,0
83024,2015,8,21,5.4,-0.2,0
83024,2015,8,22,5.7,1.8,0.4
83024,2015,8,23,4.3,0.9,0
83024,2015,8,24,1.6,-1.3,0
83024,2015,8,25,1.3,-1.1,0
83024,2015,8,26,3.9,-1.2,0.6
83024,2015,8,27,0.8,-0.7,19
83024,2015,8,28,2.1,-1.7,3.2
83024,2015,8,29,-1.1,-6.8,0
83024,2015,8,30,2.3,-5.9,1.6
83024,2015,8,31,5.6,-2.4,0.2
83024,2015,9,1,5.8,-2,0
83024,2015,9,2,4,-1.2,0
83024,2015,9,3,2.3,-1.1,1.8
83024,2015,9,4,5.2,-1.6,
83024,2015,9,5,6.1,-1.1,0
83024,2015,9,6,1.4,0.6,0
83024,2015,9,7,-0.4,-2.8,10.8
83024,2015,9,8,2,-3.6,13
83024,2015,9,9,2,-3.7,1
83024,2015,9,10,5.3,-2,0
83024,2015,9,11,6.4,-0.1,0
83024,2015,9,12,11.3,1.4,0
83024,2015,9,13,12,4.9,0
83024,2015,9,14,11.3,4.9,0
83024,2015,9,15,3.3,0.6,10.8
83024,2015,9,16,4.8,-3.1,1.6
83024,2015,9,17,7.1,-3.2,0
83024,2015,9,18,7.8,-2.4,0
83024,2015,9,19,7.6,1.3,0
83024,2015,9,20,7.2,1.7,0
83024,2015,9,21,7.8,3.1,0
83024,2015,9,22,-1.8,-3.7,6.6
83024,2015,9,23,-1.1,-6.8,0.8
83024,2015,9,24,0.9,-5.7,0.2
83024,2015,9,25,7.2,-2.8,0
83024,2015,9,26,7.8,0.4,0
83024,2015,9,27,9.5,2.7,0
83024,2015,9,28,10.4,2.2,0
83024,2015,9,29,7.3,2,0
83024,2015,9,30,8.7,-1.8,0
83024,2016,6,1,6.4,0.4,0
83024,2016,6,2,6.5,0.6,0
83024,2016,6,3,5.4,0.1,0
83024,2016,6,4,6.9,1.7,7
83024,2016,6,5,5.9,3.9,20
83024,2016,6,6,1.7,-1.2,4.4
83024,2016,6,7,3.1,-0.7,21
83024,2016,6,8,4.3,-0.2,15.4
83024,2016,6,9,2.4,0.6,20.2
83024,2016,6,10,1.6,-1.6,30.6
83024,2016,6,11,-0.4,-2.8,37.4
83024,2016,6,12,7,-5.8,3.8
83024,2016,6,13,7.3,-0.7,1
83024,2016,6,14,8.9,2.3,0
83024,2016,6,15,11,2,0
83024,2016,6,16,4.2,-0.8,0
83024,2016,6,17,4.1,-1,7.8
83024,2016,6,18,6.2,2.1,2
83024,2016,6,19,5.5,2.6,0.2
83024,2016,6,20,3.2,1.9,23
83024,2016,6,21,0.5,-1.1,11.2
83024,2016,6,22,0.2,-1.6,55.6
83024,2016,6,23,0,-2,14
83024,2016,6,24,-3.6,-4.1,15.6
83024,2016,6,25,-2.1,-6.1,2.6
83024,2016,6,26,-1,-4.8,0.4
83024,2016,6,27,-1,-6.9,1.2
83024,2016,6,28,0.1,-3.9,1.2
83024,2016,6,29,0.1,-1.9,20.6
83024,2016,6,30,-1.2,-2.5,2.2
83024,2016,7,1,0,-3.7,9.8
83024,2016,7,2,0.1,-1.7,11
83024,2016,7,3,0.1,-0.5,4.8
83024,2016,7,4,-1,-1.9,5
83024,2016,7,5,0.1,-2.5,0
83024,2016,7,6,1.9,-1.3,7
83024,2016,7,7,2.1,0,1.4
83024,2016,7,8,1.7,0.4,0
83024,2016,7,9,2.2,0.3,0.8
83024,2016,7,10,2,0.4,0
83024,2016,7,11,0.9,-0.1,23
83024,2016,7,12,-1.1,-1.6,11.2
83024,2016,7,13,-3.2,-7.2,3.6
83024,2016,7,14,-1,-7.2,0.8
83024,2016,7,15,5.4,-3.9,1
83024,2016,7,16,8.6,-3.5,3
83024,2016,7,17,6.3,0.6,1.2
83024,2016,7,18,5.4,1.3,0
83024,2016,7,19,5.2,1.8,21.2
83024,2016,7,20,6.5,2.6,0
83024,2016,7,21,7.8,2.6,0.8
83024,2016,7,22,7.9,2.5,19.2
83024,2016,7,23,-3.8,-4,64.2
83024,2016,7,24,-2.3,-5.9,0.6
83024,2016,7,25,-1,-4.9,5.6
83024,2016,7,26,-1.6,-5.1,23.8
83024,2016,7,27,-0.5,-5.1,9.4
83024,2016,7,28,-0.1,-3.2,11
83024,2016,7,29,0.1,-1.8,3.4
83024,2016,7,30,0.6,-0.8,6.6
83024,2016,7,31,2.4,-0.6,20.6
83024,2016,8,1,1.3,0.1,8.2
83024,2016,8,2,-1.3,-4.6,39.2
83024,2016,8,3,-0.7,-4.7,3.4
83024,2016,8,4,2.7,-3.5,0.2
83024,2016,8,5,1.2,-2.5,0
83024,2016,8,6,0.4,-4.1,0
83024,2016,8,7,1.6,-4.5,0
83024,2016,8,8,2.7,-2.1,0
83024,2016,8,9,3,-1.3,0
83024,2016,8,10,-0.7,-2.5,20.6
83024,2016,8,11,-1.7,-5.1,7.2
83024,2016,8,12,-0.4,-3.4,4
83024,2016,8,13,0.1,-3.1,13.8
83024,2016,8,14,5,-1.3,2.6
83024,2016,8,15,5.9,-0.9,0
83024,2016,8,16,4.3,0,0
83024,2016,8,17,4.1,0.8,0.8
83024,2016,8,18,6.1,0.8,0
83024,2016,8,19,3.9,2.8,0
83024,2016,8,20,-0.3,-4.2,36.8
83024,2016,8,21,0,-3.9,50.8
83024,2016,8,22,0,-1.6,42.4
83024,2016,8,23,0.7,-3.3,1.8
83024,2016,8,24,1.7,-3.8,2
83024,2016,8,25,-2.3,-5.5,0.2
83024,2016,8,26,1.4,-5.8,1.8
83024,2016,8,27,-1.2,-4.6,0
83024,2016,8,28,2.3,-3.9,0
83024,2016,8,29,3.8,-1.3,0
83024,2016,8,30,5.1,1.1,0
83024,2016,8,31,4.1,1.3,33
83024,2016,9,1,2.9,0.7,9
83024,2016,9,2,4,-0.1,1.4
83024,2016,9,3,0.7,0.1,3.6
83024,2016,9,4,9.4,-1.5,1.6
83024,2016,9,5,12.2,-0.7,0.2
83024,2016,9,6,9.5,5.9,0
83024,2016,9,7,6.9,2.6,0
83024,2016,9,8,6.2,3.4,0
83024,2016,9,9,6.3,4,11.4
83024,2016,9,10,3.5,1.3,36.8
83024,2016,9,11,3.7,-1.2,2
83024,2016,9,12,2,-1.1,0.6
83024,2016,9,13,6.6,-0.1,0.2
83024,2016,9,14,4.2,1.5,27.6
83024,2016,9,15,1.6,-2.2,
83024,2016,9,16,0.4,-2.5,28
83024,2016,9,17,3.1,-2.2,0.4
83024,2016,9,18,2.8,0.1,3
83024,2016,9,19,3.8,-3.7,9.6
83024,2016,9,20,4.6,-2.5,0
83024,2016,9,21,4.7,-1.5,8.4
83024,2016,9,22,6,0.2,6.2
83024,2016,9,23,8.7,0.5,0.6
83024,2016,9,24,7.8,2.4,0
83024,2016,9,25,3.3,0.6,7
83024,2016,9,26,1.8,-3.1,0.6
83024,2016,9,27,2.2,-3.9,12.6
83024,2016,9,28,5.4,-3.1,2.6
83024,2016,9,29,0,-0.2,43.6
83024,2016,9,30,,-2.1,4.8
83024,2017,6,1,3.8,-5.1,0.2
83024,2017,6,2,4.6,-3.4,0
83024,2017,6,3,2.3,-1.8,0
83024,2017,6,4,6.5,-1.9,0
83024,2017,6,5,4.3,0.8,0
83024,2017,6,6,-0.5,-2.5,10
83024,2017,6,7,5,-4.4,7.2
83024,2017,6,8,3.9,-0.9,0
83024,2017,6,9,4.8,-2.4,0
83024,2017,6,10,8.2,-0.4,0
83024,2017,6,11,3.9,1.8,0
83024,2017,6,12,8.1,-0.5,0
83024,2017,6,13,11.4,0.3,0
83024,2017,6,14,6.9,2.9,0
83024,2017,6,15,5.8,1.3,0
83024,2017,6,16,7.8,0.9,0
83024,2017,6,17,7,1.7,0
83024,2017,6,18,8.2,-0.8,0
83024,2017,6,19,10.1,1.8,0
83024,2017,6,20,8.5,3.7,0
83024,2017,6,21,2,-0.8,0
83024,2017,6,22,0.8,-1.6,0
83024,2017,6,23,0,-2.4,0
83024,2017,6,24,-1.6,-2.6,1.4
83024,2017,6,25,-0.3,-5,0
83024,2017,6,26,-0.3,-2.9,7
83024,2017,6,27,-1.2,-3.4,0
83024,2017,6,28,-0.1,-3.6,0
83024,2017,6,29,-0.2,-2.8,2
83024,2017,6,30,-1.2,-5.2,4.6
83024,2017,7,1,2.9,-6.2,0.4
83024,2017,7,2,4.7,-1.6,0
83024,2017,7,3,1.8,-2.4,0
83024,2017,7,4,1.3,-1.3,19.4
83024,2017,7,5,0.5,-0.5,45
83024,2017,7,6,-1.4,-3.7,9.8
83024,2017,7,7,-1.3,-3.6,3.8
83024,2017,7,8,-0.5,-3,4.8
83024,2017,7,9,-1.6,-3,12.6
83024,2017,7,10,-0.6,-3.1,6.4
83024,2017,7,11,0,-2.2,19.2
83024,2017,7,12,1.1,-4,1.4
83024,2017,7,13,-0.4,-2.9,0
83024,2017,7,14,0.9,-2,1
83024,2017,7,15,-3.1,-5.6,4.2
83024,2017,7,16,-1.9,-6.4,0.2
83024,2017,7,17,0.7,-4.7,0.4
83024,2017,7,18,-0.5,-2.1,11.2
83024,2017,7,19,0,-2.3,28.8
83024,2017,7,20,-1.8,-4.2,12.4
83024,2017,7,21,0.5,-5,4.2
83024,2017,7,22,0.9,-4.8,1.8
83024,2017,7,23,0.7,-2.6,0.2
83024,2017,7,24,0.5,-1.6,19
83024,2017,7,25,3.1,-1.4,5.4
83024,2017,7,26,-0.1,-1.4,6.2
83024,2017,7,27,-0.3,-5.2,8.6
83024,2017,7,28,2,-2.7,9.6
83024,2017,7,29,6.2,-4.8,4.4
83024,2017,7,30,0.9,0.5,1
83024,2017,7,31,0.8,-0.8,0
83024,2017,8,1,2.6,-2.6,1.8
83024,2017,8,2,4.8,-2.5,0
83024,2017,8,3,0.4,-1.4,0
83024,2017,8,4,-0.6,-1.5,7.6
83024,2017,8,5,-1.4,-3.1,19
83024,2017,8,6,-1.6,-2.8,8.8
83024,2017,8,7,-1.2,-3.5,21.2
83024,2017,8,8,0.9,-3.7,9.6
83024,2017,8,9,3.8,-2.5,26.4
83024,2017,8,10,3.9,-0.3,0
83024,2017,8,11,0.2,-1,0.8
83024,2017,8,12,1.5,-1.7,6.6
83024,2017,8,13,3.6,-0.5,6.8
83024,2017,8,14,4.9,-0.6,0
83024,2017,8,15,4.6,1.7,8.4
83024,2017,8,16,0.3,-0.7,89.8
83024,2017,8,17,-0.1,-1.4,44.2
83024,2017,8,18,-2.9,-4.1,29.6
83024,2017,8,19,-2.1,-5.9,0.8
83024,2017,8,20,-0.2,-7.8,2.6
83024,2017,8,21,-1.2,-5.8,7.6
83024,2017,8,22,0.6,-4.2,2.8
83024,2017,8,23,0,-1.3,0
83024,2017,8,24,-1,-3.3,14.6
83024,2017,8,25,2.5,-5.5,2.2
83024,2017,8,26,2.6,-2.8,0
83024,2017,8,27,-5.1,-5.7,18.4
83024,2017,8,28,-1.4,-8.5,3
83024,2017,8,29,-1,-6.3,2.8
83024,2017,8,30,2,-4.7,0
83024,2017,8,31,4.9,-5.7,1
83024,2017,9,1,3.7,-1.4,0
83024,2017,9,2,6.8,-0.2,0
83024,2017,9,3,4.7,0.2,2.4
83024,2017,9,4,-2.8,-3.8,23.2
83024,2017,9,5,-2.3,-6.4,6.8
83024,2017,9,6,-0.4,-5.6,10.6
83024,2017,9,7,-0.2,-3.9,21.8
83024,2017,9,8,-2.2,-3.6,21.6
83024,2017,9,9,0,-3.7,1.4
83024,2017,9,10,1,-3.8,9
83024,2017,9,11,7.5,-2.6,0
83024,2017,9,12,7.2,0.4,3.4
83024,2017,9,13,1.4,0.6,0
83024,2017,9,14,0,-5.7,13
83024,2017,9,15,1.6,-5,23.2
83024,2017,9,16,1.1,-3.8,26.8
83024,2017,9,17,5,-5.3,2.8
83024,2017,9,18,6.5,-0.9,0.2
83024,2017,9,19,3.1,-2.6,14.6
83024,2017,9,20,7.7,-4.4,2
83024,2017,9,21,8.8,2.3,0
83024,2017,9,22,12.5,3.5,0
83024,2017,9,23,15,7.3,0
83024,2017,9,24,2.4,-0.1,0
83024,2017,9,25,0.8,-0.5,8.4
83024,2017,9,26,7,-5.8,15.4
83024,2017,9,27,9.3,0.6,0
83024,2017,9,28,2.4,0.4,0.4
83024,2017,9,29,2,-1.4,0
83024,2017,9,30,0,-2.3,5.6
83024,2018,6,1,3.6,-4.3,1
83024,2018,6,2,5.4,-1.5,0
83024,2018,6,3,6.5,-0.7,0
83024,2018,6,4,5.9,0.9,0.2
83024,2018,6,5,4.1,-1.7,0
83024,2018,6,6,6.9,-0.4,0
83024,2018,6,7,3.5,2,0
83024,2018,6,8,2.1,-0.1,5.6
83024,2018,6,9,3.1,-0.1,53
83024,2018,6,10,6.2,-0.4,0.4
83024,2018,6,11,4.1,-0.9,0
83024,2018,6,12,2.5,-0.2,4.2
83024,2018,6,13,-0.4,-2,40.2
83024,2018,6,14,0,-2.2,13.6
83024,2018,6,15,-1.1,-2.4,17
83024,2018,6,16,-2.5,-4.5,20.4
83024,2018,6,17,-1.1,-4,7.2
83024,2018,6,18,-0.1,-2.9,6.6
83024,2018,6,19,0.1,-4.2,8.2
83024,2018,6,20,0.5,-3,4.4
83024,2018,6,21,1.4,-2.8,0
83024,2018,6,22,0.8,-2.7,0
83024,2018,6,23,0.1,-3.5,0
83024,2018,6,24,1.2,-4.1,0.6
83024,2018,6,25,4.2,-3.1,0
83024,2018,6,26,2.9,-2.1,0.2
83024,2018,6,27,5.7,-1.7,0
83024,2018,6,28,2.3,-0.8,0
83024,2018,6,29,-0.4,-2.1,1.4
83024,2018,6,30,-1.2,-2.7,1.4
83024,2018,7,1,-1.1,-4.6,6.8
83024,2018,7,2,1,-4.2,0.4
